# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 5
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
# Adaptation terminated
# Step size = 0.0779614
# Diagonal elements of inverse mass matrix:
# 0.539995, 0.00380902, 0.0856721, 0.0829694, 0.0853936, 0.105735, 0.0107606, 0.0292363, 0.00756254, 0.00106635
-516.37,0.990341,0.0779614,5,63,0,522.427,-0.261753,0.743106,-0.544765,-0.683084,-0.891404,-1.10715,0.316563,0.191429,0.317162,1.84341
-515.462,0.992606,0.0779614,5,63,0,523.654,0.62979,0.709549,-0.53455,-0.601175,-1.21496,-0.626592,0.259892,-0.289527,0.364005,1.86663
-512.195,0.805135,0.0779614,5,63,0,518.625,1.50305,0.842257,-1.57764,-0.631012,-0.591639,-0.655213,0.132135,-0.0136372,0.223626,1.73355
-510.89,0.960302,0.0779614,6,63,0,516.653,0.840869,0.72383,-0.792751,-0.236999,-0.330356,-0.177198,0.308585,-0.311387,0.186873,1.77951
-515.884,0.736214,0.0779614,5,63,0,521.061,0.364698,0.743433,-1.01049,-0.704198,-1.1106,-0.376187,0.465905,-0.130952,0.21435,1.80561
-514.95,0.939093,0.0779614,6,63,0,521.24,1.27885,0.893811,-1.21599,-0.550248,-0.956232,-0.712327,0.161995,0.000830024,0.136262,1.75319
-514.502,0.994272,0.0779614,5,31,0,520.315,1.03854,0.895549,-1.09729,-0.76665,-0.810154,-0.777023,0.320816,-0.322877,0.181022,1.81589
-513.673,0.806102,0.0779614,5,31,0,519.678,0.699279,0.779874,-1.04374,-0.56496,-0.969486,-0.723532,0.251113,0.13033,0.145016,1.81898
