# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
# Adaptation terminated
# Step size = 0.0666455
# Diagonal elements of inverse mass matrix:
# 0.547638, 0.0036002, 0.0846056, 0.0844395, 0.0876826, 0.109749, 0.0110946, 0.0281316, 0.0074031, 0.00108012
-511.08,0.996432,0.0666455,6,63,0,515.057,1.43252,0.760666,-1.3628,-0.38941,-0.621356,-0.282135,0.0829722,-0.191617,0.355005,1.73903
-512.483,0.997956,0.0666455,6,63,0,520.37,1.62741,0.720538,-1.23558,-0.220985,-0.397579,-0.155808,0.356195,-0.337071,0.0412464,1.8308
-510.717,0.901545,0.0666455,6,63,0,522.177,0.82223,0.815256,-1.06858,-0.656809,-1.06327,-0.597845,0.0736686,0.0868085,0.34254,1.79333
-512.055,0.996845,0.0666455,6,63,0,515.122,2.11997,0.753508,-1.4822,-0.866163,-1.43406,-1.01702,0.186221,-0.202248,0.283555,1.7771
-509.132,0.912993,0.0666455,6,63,0,514.664,1.36768,0.78204,-1.16662,-0.290146,-0.786613,-0.515067,0.161673,-0.166774,0.204526,1.75375
-508.833,0.935115,0.0666455,5,63,0,516.081,1.22356,0.778339,-1.08525,-0.363307,-0.78605,-0.478615,0.197916,-0.116389,0.195127,1.77367
-512.129,0.977773,0.0666455,5,31,0,514.131,1.08124,0.79772,-0.966056,-0.35704,-0.648428,-0.90228,0.0974926,-0.21646,0.280744,1.75797
-514.083,0.981649,0.0666455,6,63,0,518.829,1.22062,0.794772,-1.50087,-0.631701,-0.787915,-1.2244,0.33899,0.0562295,0.140947,1.82439
-512.459,0.863397,0.0666455,5,63,0,524.247,-0.0530564,0.891967,-0.94343,-0.770669,-1.14366,-0.631416,0.298529,0.0263872,0.259887,1.72748
-515.487,0.731038,0.0666455,6,63,0,521.702,-0.715225,0.870869,-0.486816,-0.914682,-1.02826,-0.782038,0.456769,-0.0224194,0.213991,1.72763
-511.59,0.999744,0.0666455,6,63,0,517.94,1.51941,0.782801,-1.52599,-0.377454,-0.62187,-0.325658,0.109261,-0.00511519,0.231593,1.86648
-512.63,0.874544,0.0666455,6,63,0,516.901,0.0231646,0.853354,-0.609948,-0.725147,-1.08557,-0.92818,0.259381,-0.111466,0.344271,1.7272
-510.124,0.914902,0.0666455,5,31,0,514.899,0.176727,0.824854,-1.04093,-0.79293,-0.890288,-0.673305,0.318829,-0.0206889,0.307081,1.76463
-509.425,0.999976,0.0666455,6,63,0,511.38,1.44568,0.784624,-1.09038,-0.715001,-0.799758,-0.78967,0.127095,-0.138742,0.24938,1.77032
-511.076,0.744221,0.0666455,5,55,0,514.612,0.655032,0.796969,-0.978228,-0.354263,-0.713737,-0.376389,0.148759,-0.12863,0.275983,1.76821
-512.685,0.996792,0.0666455,5,31,0,515.386,1.1457,0.825078,-1.48052,-0.200013,-0.481956,-0.211339,0.144767,-0.108531,0.311809,1.78135
-512.51,0.869904,0.0666455,5,63,0,519.433,1.94861,0.764416,-1.54803,-0.413546,-0.652908,-0.0378922,0.127508,-0.252855,0.237614,1.7815
