# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 8
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
# Adaptation terminated
# Step size = 0.472532
# Diagonal elements of inverse mass matrix:
# 0.855014, 5.7205, 0.00391598, 0.0260289, 0.00118531
-1467.14,1,0.472532,3,7,0,1468.53,87.5392,3.21622,0.667424,-0.411863,17.5969
-1466.81,0.994535,0.472532,4,15,0,1468.89,88.6638,4.32336,0.575295,-0.510933,17.8005
-1469.3,0.79554,0.472532,3,7,0,1471.86,87.2593,-3.10644,0.621923,-0.5793,18.327
-1467.79,1,0.472532,3,7,0,1469.99,88.3241,5.19654,0.638956,-0.541982,17.6395
-1467.78,0.996376,0.472532,3,7,0,1469.45,88.2095,5.46182,0.596634,-0.624376,17.7437
-1469.66,0.978422,0.472532,3,7,0,1470.7,86.7898,2.33524,0.506882,-0.263897,17.0811
-1467.29,0.960788,0.472532,3,7,0,1472.12,87.4248,3.56293,0.657517,-0.563487,17.5394
-1467.62,0.94651,0.472532,3,7,0,1469.01,87.8642,1.22846,0.538156,-0.36354,17.6102
-1470.16,0.905886,0.472532,3,7,0,1472.73,87.3598,-1.51613,0.630853,-0.441714,16.844
-1467.28,1,0.472532,3,7,0,1471.37,88.4874,4.5916,0.599056,-0.500162,17.3346
-1468.38,0.858049,0.472532,3,7,0,1473.13,86.2671,-0.304151,0.638591,-0.581174,17.9504
-1466.06,0.998484,0.472532,2,7,0,1468.69,87.9076,2.89961,0.560934,-0.489681,17.6971
-1466.7,0.931879,0.472532,2,7,0,1467.72,87.5912,2.08611,0.525813,-0.544588,17.7441
-1467.39,0.91134,0.472532,3,7,0,1469.45,87.0267,4.85237,0.643496,-0.50717,18.0601
-1466.97,0.960382,0.472532,3,7,0,1469.51,87.9316,1.89674,0.576806,-0.695143,17.5598
-1467.32,0.970458,0.472532,3,7,0,1467.72,87.3241,2.97415,0.592015,-0.243906,18.3193
-1466.88,1,0.472532,3,7,0,1467.98,87.6169,4.443,0.623187,-0.577021,17.8419
-1466.4,0.995422,0.472532,3,7,0,1467.6,87.3367,4.46253,0.554739,-0.518568,18.084
-1468.12,0.917836,0.472532,3,7,0,1469.55,87.1137,-0.71345,0.684748,-0.47015,17.9437
-1469.59,0.908478,0.472532,3,7,0,1472.11,86.8767,0.907654,0.651546,-0.612964,19.3633
-1467.36,0.980864,0.472532,3,7,0,1471.9,87.3674,4.77656,0.646383,-0.301282,17.9019
-1470.14,0.866595,0.472532,3,7,0,1471.02,86.8469,3.21164,0.524123,-0.801247,18.2006
-1469.91,1,0.472532,3,7,0,1472.05,88.2725,0.150813,0.686276,-0.299296,17.5646
-1468.04,0.986314,0.472532,3,7,0,1471.42,86.4712,4.25307,0.550245,-0.577146,17.5138
-1470.04,0.973781,0.472532,3,7,0,1472.03,90.0361,-0.120961,0.617996,-0.562242,17.9617
-1471.59,0.980194,0.472532,3,7,0,1474.12,86.8079,-1.84735,0.660124,-0.912414,18.355
-1473.24,0.99746,0.472532,3,7,0,1475.86,88.2813,-3.30582,0.70368,-0.990816,19.0802
-1469.06,0.989034,0.472532,3,7,0,1476.61,86.5003,0.215336,0.637841,-0.349532,18.8701
-1468.91,0.950997,0.472532,3,7,0,1471.91,88.2672,3.11779,0.631663,-0.820552,18.0359
-1466.3,0.959613,0.472532,3,7,0,1471.62,87.4676,3.5358,0.574206,-0.340588,18.1157
-1466.44,0.936212,0.472532,3,7,0,1468.97,87.2008,4.51191,0.532964,-0.435092,17.914
-1466.58,0.954192,0.472532,3,7,0,1467.77,87.83,2.50887,0.572627,-0.462725,17.254
-1466.48,0.955727,0.472532,2,7,0,1468.42,88.2651,2.80985,0.619124,-0.515746,18.3717
-1467.94,0.924579,0.472532,3,7,0,1468.89,86.5171,3.23376,0.610082,-0.402147,17.0312
-1468.41,0.955279,0.472532,3,7,0,1470.54,86.3402,0.00368101,0.606525,-0.39238,18.4947
-1466.19,0.981882,0.472532,2,7,0,1470.04,87.6095,4.19191,0.585216,-0.530176,17.9973
-1466.71,0.980328,0.472532,2,7,0,1467.31,87.6808,4.05264,0.512423,-0.439519,17.7267
-1466.99,0.929463,0.472532,2,7,0,1470.68,88.6707,0.120626,0.618285,-0.587075,17.9989
-1468.62,0.92554,0.472532,3,7,0,1469.74,85.8758,1.07941,0.624597,-0.501776,18.4609
-1467,0.961241,0.472532,3,7,0,1470.42,88.013,3.91489,0.506062,-0.531259,17.7968
-1467.02,0.868262,0.472532,3,7,0,1471.06,87.3868,2.37476,0.531003,-0.403221,17.4185
-1468.23,0.943341,0.472532,2,7,0,1468.85,87.0679,1.949,0.529171,-0.382293,17.0611
-1467.4,0.901702,0.472532,2,7,0,1472.7,88.406,4.99435,0.575073,-0.447907,18.6836
-1466.85,0.978179,0.472532,3,7,0,1468.69,86.9413,3.57432,0.538028,-0.461221,18.4712
-1466.76,1,0.472532,3,7,0,1467.47,87.573,4.3811,0.627472,-0.335847,18.1198
-1467.26,0.956386,0.472532,3,7,0,1468.42,87.1086,0.965396,0.55529,-0.611703,18.409
-1467.05,0.997421,0.472532,3,7,0,1468.23,87.7706,0.815957,0.66694,-0.497795,17.5625
-1466.66,0.999949,0.472532,3,7,0,1467.93,86.9094,1.93774,0.61082,-0.419541,18.3836
-1466.72,0.989845,0.472532,3,7,0,1467.72,88.3696,2.06187,0.633315,-0.560405,18.4069
-1467.37,0.927993,0.472532,3,7,0,1468.62,86.1605,2.6386,0.576854,-0.489248,18.05
-1468.15,0.938645,0.472532,3,7,0,1470.25,87.7778,2.2166,0.709908,-0.430122,18.2188
-1470.9,0.88205,0.472532,3,7,0,1474.05,88.166,7.39231,0.462741,-0.226541,19.0133
-1469.61,0.99736,0.472532,3,7,0,1472.18,87.2766,8.51393,0.479879,-0.301923,18.6143
-1466.96,0.984133,0.472532,3,7,0,1471.05,87.1203,3.01285,0.605741,-0.282476,17.6334
-1467.79,0.966596,0.472532,3,7,0,1469.58,87.275,6.19023,0.508696,-0.447138,18.5459
-1467.68,0.984234,0.472532,3,7,0,1469.3,87.3976,3.89872,0.620808,-0.313049,17.1016
-1468.63,0.986925,0.472532,3,7,0,1469.3,87.0385,4.29677,0.57408,-0.32974,16.7153
-1471.99,0.783425,0.472532,3,7,0,1475.59,87.8981,4.48462,0.578804,-0.626856,20.0875
-1467.64,1,0.472532,2,3,0,1472.44,88.3941,2.12049,0.603817,-0.611563,18.9509
-1468.02,0.879312,0.472532,3,7,0,1472.29,86.5499,-0.617302,0.623227,-0.517277,17.6495
-1467.32,0.970492,0.472532,3,7,0,1469.78,88.4692,5.78851,0.566093,-0.516301,17.8538
-1468.38,0.903175,0.472532,3,7,0,1470,86.2425,2.57537,0.556308,-0.217264,18.1442
-1468.95,0.989042,0.472532,3,7,0,1470.04,88.8555,2.77421,0.628885,-0.78134,17.4176
-1467.63,0.96123,0.472532,3,7,0,1471.06,88.691,3.0906,0.670275,-0.505544,18.0663
-1470.12,0.89298,0.472532,3,7,0,1472.83,85.6999,-1.13589,0.60353,-0.502,18.3464
-1467.41,0.990357,0.472532,3,7,0,1471.15,88.4116,3.05159,0.665955,-0.431173,17.7634
-1466.97,0.918095,0.472532,3,7,0,1471.03,87.7174,5.62665,0.583303,-0.508699,18.3129
-1468.57,0.94418,0.472532,2,7,0,1469.8,88.361,3.81009,0.588469,-0.57951,19.2546
-1468.06,0.998534,0.472532,3,7,0,1469.86,88.5007,4.09653,0.58833,-0.454771,19.0522
-1466.38,1,0.472532,3,7,0,1468.41,88.1486,4.56176,0.556616,-0.43545,17.9505
-1466.79,0.937084,0.472532,3,7,0,1468.45,87.4936,1.59479,0.634193,-0.662736,17.9986
-1470.51,0.827651,0.472532,2,3,0,1471.1,87.0861,-0.43586,0.680811,-0.850591,17.5331
-1470.27,0.996379,0.472532,3,7,0,1473.67,87.7297,-2.81526,0.54756,-0.764861,18.4847
-1468.98,0.886594,0.472532,3,7,0,1476.43,88.8099,0.365383,0.70939,-0.690226,17.6564
-1467.52,0.87755,0.472532,3,7,0,1472.5,87.4227,-0.550112,0.572852,-0.447896,18.0564
