# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 3
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
# Adaptation terminated
# Step size = 0.445003
# Diagonal elements of inverse mass matrix:
# 0.859193, 6.05956, 0.00385065, 0.0273132, 0.00113298
-1466.29,0.996087,0.445003,3,7,0,1467.85,87.0042,3.2804,0.602007,-0.404286,18.2227
-1468.95,0.860459,0.445003,2,3,0,1469.34,86.9842,2.35305,0.595288,-0.177313,18.7448
-1469.97,0.930253,0.445003,3,7,0,1473.03,85.1627,3.25738,0.635545,-0.379942,18.1686
-1466.4,0.980141,0.445003,2,7,0,1471.68,87.17,1.83505,0.56284,-0.41491,17.9678
-1466.71,0.962569,0.445003,3,7,0,1468.96,87.6399,4.4998,0.553728,-0.293613,18.0286
-1466.95,0.877114,0.445003,3,11,0,1469.81,86.8823,1.45241,0.622507,-0.419054,17.4581
-1466.35,0.998683,0.445003,3,7,0,1467.38,87.5005,3.23415,0.581301,-0.569843,18.3309
-1466.58,0.971652,0.445003,3,7,0,1467.79,87.8797,3.92673,0.573165,-0.504104,18.5726
-1466.95,0.959297,0.445003,3,7,0,1467.84,87.0402,0.96994,0.579944,-0.412405,18.3523
-1467.48,0.990627,0.445003,3,7,0,1468.33,86.7512,5.97854,0.57255,-0.446224,18.425
-1467.66,0.980638,0.445003,2,3,0,1468.26,86.8908,6.18428,0.607215,-0.413591,18.4453
-1467.4,0.986795,0.445003,3,7,0,1468.68,87.6684,4.29717,0.609752,-0.260927,18.4664
-1466.49,0.989203,0.445003,3,7,0,1468.46,87.7144,1.36361,0.627779,-0.41272,17.8382
-1466.85,0.979758,0.445003,3,7,0,1467.98,87.2942,4.15852,0.511363,-0.501784,18.0625
-1468.53,0.864066,0.445003,3,7,0,1472.49,89.193,0.264255,0.654278,-0.565904,18.6076
-1469.84,0.986641,0.445003,3,7,0,1470.6,89.9517,1.42596,0.627368,-0.682332,18.709
-1469.6,0.964708,0.445003,3,7,0,1472.34,88.046,-2.44978,0.570138,-0.622035,18.8501
-1469.84,0.991124,0.445003,3,7,0,1472.3,87.4783,5.89257,0.706117,-0.402577,17.6831
-1470.03,1,0.445003,3,7,0,1470.82,87.5207,5.90424,0.7144,-0.393809,17.9712
-1467.79,1,0.445003,3,7,0,1471.23,87.7701,3.39539,0.677815,-0.51453,18.625
-1468.1,0.984203,0.445003,3,7,0,1469.94,88.4074,0.839918,0.505833,-0.631288,17.7244
-1466.49,0.998401,0.445003,3,7,0,1468.72,88.2361,3.64962,0.560706,-0.540126,17.5406
